SalesID,SalePrice
1228498,53841.3437742458
1228499,63769.52171997689
1228503,21273.99592733464
1228506,12323.662503657764
1228508,15014.295343137255
1228509,22357.033246901465
1228510,13812.308949545692
1228518,24915.464011888915
1228519,33759.16775177438
1228524,18351.28651693211
1228525,43890.1671899437
1228533,48865.387867797406
1228535,69130.73558724576
1228536,67245.3643949145
1228542,23632.739587929693
1228553,35035.58178851377
1228561,15113.54760617672
1228562,24203.4306057682
1228568,28465.857977342857
1228569,35652.286089319176
1228570,52845.26659410851
1228572,64449.4201398232
1228573,31629.25021503049
1228575,41052.93070660158
1228579,18011.227167350753
1228582,31085.06025091703
1228583,36439.29240468423
1228586,51348.880201900334
1228590,29652.545823083125
1228591,66333.30006691365
1228593,53757.374889908984
1228594,54022.14725941699
1228595,15452.577172607018
1228598,30691.055591939883
1228604,16879.853830426524
1228605,27197.55198953318
1228606,37529.43469718277
1228618,18075.921587603574
1228619,31357.158764814038
1228622,14202.69632738412
1228623,30812.635161740134
1228627,30350.770160083728
1228628,35191.34898356268
1228629,34793.02095194518
1228630,35545.13315717417
1228631,39007.681432935395
1228633,37715.17070059628
1228634,26311.895399331064
1228635,32950.216654636635
1228640,33150.03700526106
1228641,33983.29444820959
1228642,32892.005719113
1228643,29936.640616167027
1228648,18228.952288634853
1228649,30329.277045505656
1228650,13908.293471468107
1228654,42351.84744687502
1228658,34445.00423192218
1228659,45692.10617188002
1228660,29495.97068255746
1228669,17676.914345598074
1228670,16688.88177002227
1228672,34881.59050459989
1228674,12786.626319935871
1228675,27184.444432470267
1228678,15584.223011431808
1228681,26834.86405029298
1228682,36713.864027752854
1228683,26870.818323768595
1228684,34455.863596166906
1228685,34597.50723761317
1228699,35191.29018346848
1228700,26771.77216981291
1228702,32238.55439188146
1228703,34673.99693044313
1228706,37181.33619347629
1228714,53398.952880248835
1228724,32362.254229430702
1228727,18092.902702599262
1228730,32112.791540747043
1228731,20990.805890101394
1228733,20951.5232125793
1228734,24737.99907414352
1228735,21950.415580530804
1228736,21717.920674593952
1228737,46411.57815734102
1228738,54183.53431984682
1228744,15199.556948728632
1228746,19605.516167269263
1228750,29223.03997848053
1228751,21131.388696060556
1228757,36291.49425683965
1228759,36644.24908145457
1228760,32817.65439210127
1228761,38397.93882013455
1228762,36507.23742245026
1228763,47170.5513226024
1228764,38750.56535998326
1228776,43065.31692539916
1228779,27922.541167219857
1228781,37751.55460010191
1228785,23767.348748559667
1228788,27866.596671463638
1228789,19299.055095500044
1228794,39414.216748701074
1228795,38517.214081605525
1228809,32984.32563770089
1228816,26441.212452303676
1228818,16119.405356144163
1228822,16090.150463597194
1228824,26809.087176411478
1228829,17600.232497394893
1228831,26568.914609362942
1228833,37960.75645501729
1228835,27911.70146179177
1228837,31385.279290444247
1228846,27119.768647637404
1228847,28384.39893293981
1228850,29738.11908373489
1228854,24764.369024980868
1228858,30772.776016964002
1228859,38050.32413863208
1228863,54401.7338390776
1228865,34965.0282985311
1228866,50086.489283001574
1228867,36680.478192494644
1228871,52572.840668157536
1228872,37095.11475908717
1228874,13866.863156758624
1228876,18413.662881871423
1228877,18735.199717620217
1228878,18547.63027317577
1228879,15960.39299921467
1228881,19094.74358986888
1228888,11183.76243461995
1228890,20155.653876885783
1228894,23807.35583689498
1228896,13675.038282994541
1228899,23074.69213945025
1228902,49139.18780050358
1228907,65570.14923329165
1228914,21621.128710127163
1228919,26749.18551436253
1228922,21675.74082680091
1228924,34287.478439318234
1228926,26514.15190234172
1228929,42428.94734119724
1228933,61664.1494811224
1228935,18039.168594920993
1228936,18107.65817825433
1228940,45258.34077579627
1228946,41719.822781814844
1228951,26100.835957349238
1228952,26733.500151814904
1228953,59874.48283049726
1228969,46197.98055685031
1228985,27495.981755913934
1228994,31828.313246802216
1228995,30989.911170044616
1228996,20860.500045894332
1228997,26378.650754796457
1228998,38431.81079133284
1228999,30871.893841303252
1229003,13273.04937395112
1229004,13360.81036296211
1229005,13441.911553438298
1229006,36338.61049376031
1229007,30614.101663139496
1229008,12585.764521721614
1229009,30466.569362332713
1229017,26859.533732521348
1229025,19774.76093485333
1229027,25193.763843789722
1229028,29970.564224378562
1229043,18338.869257032955
1229047,14335.669218893197
1229049,20412.840577518884
1229052,22596.38341738951
1229053,28715.01483610021
1229054,30530.845906463896
1229055,35972.78557694007
1229057,36325.8750085806
1229065,37931.01575356124
1229080,25752.374093323684
1229083,27522.0648374519
1229086,43180.58414264829
1229087,28854.909634403313
1229092,37548.69829801476
1229096,18807.059521709936
1229099,26324.521998726173
1229100,29779.380893821635
1229101,31837.734938002406
1229102,47699.6616020589
1229103,37725.65553485687
1229104,16834.96554366901
1229105,38124.35227762434
1229112,18123.0436866158
1229114,45446.81510576132
1229119,47535.47137860836
1229128,23110.179755465553
1229129,29699.5175880642
1229133,67834.96829763374
1229135,69158.40640810214
1229137,31532.945970225777
1229138,50686.07090426624
1229139,24481.664806802677
1229140,57301.75565208095
1229142,20150.118282479692
1229143,20689.283416752023
1229148,18986.996764925607
1229150,64925.78589772156
1229220,13441.52110330872
1229223,45325.18125767206
1229227,35190.68669747219
1229236,43447.47706544066
1229241,17675.198804764677
1229242,18907.097943574743
1229257,47414.086869335515
1229262,13544.188116638048
1229289,20320.43467278429
1229290,29387.900433738552
1229291,16351.594240005672
1229292,19159.33057703913
1229293,18317.297984737997
1229295,17160.713146461538
1229296,21420.541506394286
1229300,60427.7393669175
1229314,54649.73041687487
1229315,40794.41228194469
1229316,23123.26886265717
1229321,14573.351902080762
1229322,28731.574939120834
1229323,32281.42311753863
1229324,26310.003839738267
1229329,25696.827239610364
1229331,26081.50182742888
1229336,53807.46937784065
1229337,56002.780805634415
1229338,44911.777095066944
1229344,28783.972827986854
1229353,29084.984814511474
1229368,19466.065560805368
1229372,13418.888349486986
1229387,12415.074213878443
1229388,13729.99779076917
1229395,68092.6787529393
1229396,57704.35447074282
1229397,29646.327436538344
1229399,49036.08244041391
1229402,16401.546470364006
1229403,16747.738212461558
1229409,57381.48987851232
1229415,59255.87493080796
1229422,39863.97052278517
1229425,28564.508416817524
1229428,13505.789682077899
1229429,17637.583913464492
1229439,49139.73517308715
1229443,26645.797751263664
1229444,14595.165678843046
1229454,14080.896748855146
1229455,12330.643165269163
1229459,23804.83579648121
1229463,12684.800291502013
1229471,29687.53804771509
1229473,26384.8652654521
1229474,39842.28000145459
1229475,44819.52119835229
1229476,69688.88427635962
1229477,36563.28640916939
1229480,29763.606439533643
1229497,29473.34535674164
1229498,12917.767838080825
1229511,16542.938365266054
1229513,35542.270593953544
1229514,34442.991361047
1229515,37302.583491768375
1229516,40385.19050157789
1229517,13955.508684982662
1229518,17925.661409072272
1229519,36138.6120184103
1229520,38597.03599027176
1229521,38597.03599027176
1229522,38387.28279788022
1229523,22253.708628925546
1229536,28834.621140920488
1229539,29259.20421718482
1229541,12763.873540091874
1229543,23645.379279953144
1229546,17333.132245801797
1229547,27042.242971811465
1229548,19388.767965780353
1229549,21365.80537622208
1229553,55423.17456956097
1229564,69444.75646749085
1229567,17632.64667897892
1229580,48470.32012669347
1229581,15089.713221639255
1229582,37061.46634335932
1229583,38028.65384335933
1229585,15593.9612265959
1229586,35773.69871168544
1229589,12815.778516749036
1229590,24750.273541038223
1229591,22210.957905694766
1229594,13530.368243245282
1229597,16676.539953360196
1229601,32036.002266578947
1229604,26350.9414056768
1229606,18593.246265151723
1229609,47237.60667335116
1229620,15593.9612265959
1229622,47249.04228165625
1229624,29190.381958126156
1229639,17220.635490541452
1229646,34383.47005531448
1229648,30020.538981368212
1229649,13880.347426658753
1229654,28447.109466030604
1229656,23768.4236504473
1229657,32428.475602216407
1229671,22505.237812475625
1229672,26691.88223056501
1229676,27011.969200745738
1229677,28711.120854839606
1229679,15874.70867816824
1229680,27840.857100587746
1229681,18622.996192303934
1229689,60466.410261851444
1229690,37494.89117806214
1229691,59904.51959420512
1229708,23809.089949169767
1229711,19239.27550008471
1229726,31257.022401466238
1229728,69310.81248775734
1229729,74222.04093557586
1229730,17680.734653457694
1229734,34009.61195134415
1229739,15575.6915880602
1229740,15156.093119417133
1229741,13423.383641018208
1229742,11527.64829231441
1229743,14569.935014809967
1229754,14880.3587862168
1229759,37137.094597868585
1229762,27881.32726733728
1229763,14389.212238500719
1229772,39904.33562690965
1229775,32225.596935743997
1229777,31175.955560602124
1229783,30476.07427617818
1229784,51097.44726907807
1229785,51062.931322348515
1229789,29594.010850851504
1229790,30723.94473511095
1229795,36496.380777450526
1229798,19622.030943838734
1229804,22132.73455458445
1229807,28619.911557703483
1229809,15574.80754613585
1229810,28887.82452441242
1229811,17854.037544826388
1229812,57704.42556955714
1229814,28340.627718192543
1229816,31249.824709604134
1229817,28393.128456667222
1229820,55112.27273564929
1229821,20698.196032312728
1229822,14507.17799099765
1229825,28818.781598132064
1229827,18674.402637266416
1229832,13635.701346780585
1229841,27721.750594693014
1229842,31646.44911877815
1229848,32212.067941775207
1229860,33114.28221591002
1229862,18381.036007146282
1229869,18456.645961345926
1229873,53533.98181228386
1229874,67687.54203752334
1229875,53684.11425541264
1229876,17190.126630093975
1229877,28465.480860567455
1229878,42480.484794657925
1229879,16311.048979228546
1229884,17093.406364398128
1229889,56797.807513972955
1229890,66225.63970454651
1229893,44582.575218254395
1229896,26397.905695729714
1229902,50168.3758024383
1229905,38948.34213591275
1229906,29115.943102551402
1229907,28127.668490123924
1229908,24782.37412950396
1229910,15306.205717095017
1229924,33023.73836823865
1229927,30173.258534228924
1229928,27300.936107243888
1229929,59999.47879326557
1229930,23799.878948080433
1229932,53561.589360595295
1229934,14823.178847323337
1229937,42762.86641065763
1229939,37925.35681622281
1229942,15242.190977938264
1229948,26300.38599730957
1229955,18112.94745392823
1229970,15042.043060795524
1229974,58993.228503250575
1229975,59062.74792680946
1229977,21770.90784507082
1229999,29143.304169054318
1230003,28551.91554897723
1230004,25815.728425225087
1230005,26688.871942934813
1230008,27347.76658095302
1230010,18350.1514782893
1230011,18058.47126757401
1230014,24025.312196380182
1230018,26374.306087080273
1230019,26750.770947147103
1230020,14605.86459986979
1230021,14968.36459986979
1230022,30764.863600479857
1230025,30954.528355187726
1230029,13382.614106093975
1230030,13470.375095104968
1230032,41842.768529335815
1230037,33751.34679325124
1230038,22110.704339427524
1230039,25410.12167163495
1230041,31158.897846152126
1230047,32430.477595769586
1230094,32355.874270997727
1230106,53402.67388415106
1230114,26877.71664166885
1230117,62002.423818392585
1230120,30562.275275362153
1230121,20023.221995408276
1230122,26915.521242281113
1230123,39532.34242700836
1230133,15479.863176845087
1230139,22088.011835452133
1230140,13943.249220817068
1230146,30856.51497206353
1230149,17370.213555096005
1230150,30180.38028873216
1230156,77949.01632272956
1230162,71287.42571540948
1230165,40884.781399156396
1230166,38762.09011018222
1230167,38821.734012300476
1230169,58455.5342778137
1230170,60157.20755152422
1230171,63651.48697015544
1230172,30875.844518613485
1230173,32612.33876455287
1230174,32612.33876455287
1230175,56170.667791638196
1230176,56057.031428001836
1230177,56627.48597345637
1230178,40548.03126221605
1230179,41145.46019198194
1230181,51874.11197252788
1230210,29953.294024197494
1230216,39837.04680070398
1230217,39302.33018619807
1230221,24267.833454051466
1230222,25735.306090162416
1230227,55750.6061968862
1230230,30947.45908605122
1230232,45869.17090186023
1230233,18701.955313337763
1230234,17585.62370649324
1230235,51223.42059900884
1230236,58546.59890277348
1230237,33875.89981902773
1230238,38689.52832897425
1230239,36796.33568411722
1230265,20031.30628491642
1230266,25560.984601967088
1230267,27695.680665739485
1230268,31070.866396084573
1230274,19977.58362297425
1230277,38428.4589385575
1230286,18493.913545352352
1230287,31231.318263371475
1230294,23829.006190328615
1230300,78285.00821389366
1230301,76785.5097611725
1230303,47790.24336301813
1230305,53085.538094259624
1230309,61125.12198746303
1230312,83125.0297095513
1230314,59571.26697589691
1230321,61720.53025312816
1230322,53420.60914597099
1230324,79940.35046752926
1230325,70088.90111939426
1230326,43786.252049893694
1230327,37084.617804805166
1230328,31603.57717821871
1230329,15906.784974857108
1230338,52090.77769592379
1230339,62394.80189931039
1230341,14277.037817395287
1230342,22696.15337420526
1230364,54018.30879292278
1230366,50330.645539638375
1230369,23078.773474323734
1230370,18806.914805907745
1230374,36816.961598772745
1230376,17411.47096263515
1230389,71359.45099639634
1230390,33036.667662552376
1230391,46272.94204263874
1230393,22937.606663257266
1230401,72468.37405007423
1230404,58048.64108063915
1230405,11740.647086396359
1230409,12664.028790415427
1230410,12883.933227397818
1230411,12719.315549257719
1230412,12943.202088522547
1230413,13226.679187296668
1230414,20689.795988635895
1230420,59461.72743731213
1230421,63296.26539797206
1230422,25027.621292772415
1230423,25027.621292772415
1230424,25792.752871719782
1230425,25783.238701679296
1230426,27341.285318386967
1230427,27477.823779925424
1230428,27341.285318386967
1230429,27341.285318386967
1230430,27341.285318386967
1230431,27341.285318386967
1230432,27341.285318386967
1230433,27341.285318386967
1230434,27341.285318386967
1230435,27817.25876444555
1230436,27122.724712326366
1230437,27341.285318386967
1230438,27477.823779925424
1230439,27477.823779925424
1230440,27477.823779925424
1230441,27726.630532383493
1230442,29917.365411270945
1230443,58124.970884593575
1230446,60327.04263116268
1230447,66451.07116494616
1230448,30609.5206262176
1230457,38983.90207052794
1230458,40213.840179558014
1230463,33579.701521449686
1230464,29216.98566991143
1230477,20821.862590568475
1230481,31031.003163813664
1230495,33303.39881745649
1230496,37985.61526935898
1230498,26633.18424590653
1230499,35587.77846282974
1230502,26908.237114944735
1230503,22160.169240530064
1230513,32963.436814569824
1230514,19601.75896235687
1230519,33817.86837580755
1230520,33674.55488374406
1230521,28278.654733979325
1230522,30760.698748087976
1230523,28847.610527931898
1230529,11204.769829161422
1230530,12462.990498201536
1230533,52902.32041468592
1230534,28520.111004965107
1230536,17888.396151481382
1230538,19218.847889531433
1230544,39093.377326566115
1230549,37105.1062057138
1230554,19387.188254487886
1230555,40924.83427815519
1230557,12463.531106390381
1230559,63439.52657632887
1230560,25192.844594066926
1230566,30295.9952333729
1230567,25224.53418122018
1230568,26753.384611647383
1230570,36123.87801939417
1230571,14908.072547428465
1230572,34998.9140144234
1230573,33046.9450159273
1230574,46377.80560464433
1230575,21801.039330268988
1230576,31477.636352134705
1230577,32827.907591193136
1230582,34647.83443707117
1230583,32343.397287211224
1230584,46377.80560464433
1230585,32572.929872254073
1230591,15197.543774861468
1230597,15703.573081824434
1230598,20298.38784514312
1230611,42487.56764284748
1230613,46234.49048500519
1230615,12757.971692501687
1230617,31196.37151032662
1230618,14901.4889779427
1230619,14950.99878186427
1230620,17850.81257634806
1230634,49665.620440038976
1230635,42138.15573149117
1230636,27999.09019340008
1230637,17864.624726208007
1230646,55710.96279376368
1230650,68801.18838112064
1230653,27300.98273712105
1230654,28610.290673883643
1230662,27802.191753117986
1230668,24488.07825917595
1230669,24110.052800275975
1230670,26000.155401045355
1230671,24221.085373185895
1230673,39336.361910631924
1230676,29224.892111768015
1230677,27748.066199420202
1230678,32294.809125725274
1230693,36853.86274877083
1230697,13244.283344579395
1230700,25769.363562188148
1230701,13500.623038032136
1230706,48560.20393611984
1230708,37561.084988412746
1230710,28567.820293897057
1230711,36232.7288008528
1230712,21335.609307966304
1230715,15934.293638762512
1230716,32725.4224029432
1230718,19510.56121798203
1230740,25186.345528074442
1230742,19900.050443166005
1230746,21620.695537021245
1230752,22006.581885017164
1230754,13904.942378117014
1230756,30102.552660917438
1230757,16617.868328862183
1230760,13714.307449999691
1230761,14916.435391126763
1230762,18005.55595836916
1230767,18000.048124873494
1230789,39454.91829183113
1230792,13250.11647351822
1230810,43236.21795242996
1230812,52178.036559064225
1230822,67716.37269824045
1230826,52216.278825460395
1230885,28202.43468051557
1230886,28463.27050909617
1230887,15131.09657059057
1230888,30860.688221403136
1230891,29262.856908539077
1230894,33771.65272819127
1230905,26498.58372530247
1230909,28302.081612375197
1230953,15614.174452609272
1230966,41021.01105309165
1230983,28897.905923765815
1230986,58884.40522277646
1230987,39388.93118553517
1230988,28055.520896296086
1230989,58879.461199060665
1231007,14345.37627897549
1231014,66204.92877551212
1231015,52762.50261904381
1231016,70368.26519516991
1231017,23984.577054170033
1231019,51539.397386669065
1231020,66074.21918359418
1231021,37724.08520277667
1231022,19276.1743692539
1231024,39463.32345137135
1231042,27706.3207160057
1231045,34119.01152027797
1231046,32099.953252414933
1231047,25324.257058322655
1231048,27959.5930523197
1231049,27425.06924279589
1231050,27361.41129986163
1231051,27361.41129986163
1231054,23953.6606121048
1231060,17571.566247359882
1231068,29524.037646198827
1231073,24508.262992569435
1231074,57085.513357060656
1231075,37229.10072362278
1231079,30300.341779114417
1231080,28359.44727838381
1231081,42039.46911080405
1231082,49472.00572448493
1231091,27724.52723838124
1231098,41591.802020086136
1231102,13388.414526435037
1231105,28037.197866471768
1231106,15899.873788971969
1231107,18258.36109146916
1231108,14078.545765632502
1231111,17320.5383629491
1231112,16428.34025400872
1231113,20182.88578705544
1231115,18419.736116808243
1231120,19269.69111719571
1231127,29442.378453052796
1231128,29427.982018663963
1231129,15064.67223764583
1231133,29854.55206406726
1231152,79002.72267756042
1231153,81398.6423726529
1231158,24147.079901840134
1231159,35884.85268884322
1231160,56065.48238866254
1231161,25606.610792741732
1231164,21991.0094089462
1231168,27926.810364558034
1231183,27306.13707311995
1231184,14705.249128717438
1231185,14471.810636653947
1231189,24270.57498982164
1231194,51561.843865596486
1231195,26108.51975269873
1231196,30287.424723555614
1231197,51994.58335015649
1231198,46750.53536903526
1231200,17946.931591076907
1231201,41674.23034798663
1231204,15105.767550260352
1231205,15579.76601074686
1231206,29296.027989220915
1231207,30507.330231071486
1231213,27648.451913690882
1231242,13840.655459175357
1231243,15386.548557565582
1231244,14270.506516944972
1231245,18845.750138637377
1231246,13622.792692117317
1231250,29442.04978911921
1231262,41100.18702566792
1231264,30583.46900382086
1231265,30699.167654241184
1231267,19240.746044198575
1231269,21305.080996317065
1231275,30776.202371061598
1231276,29787.840909929033
1231284,17332.489688673904
1231297,18134.56542771384
1231298,24647.539964069303
1231299,21948.235479110674
1231300,13173.388419056433
1231301,38960.719551937145
1231318,18848.906173098636
1231319,35961.94346621301
1231320,14869.545829253164
1231324,32482.90583024861
1231326,32815.821691579884
1231331,35484.78556574145
1231332,37939.739062698136
1231333,39299.2457874298
1231334,59554.55672160441
1231336,18627.085767668006
1231340,19513.347514314915
1231342,31029.86314709757
1231344,51350.7344894098
1231346,13995.221356054075
1231347,14280.714041600546
1231363,21859.426816870357
1231382,17118.89137341131
1231387,19627.14996937617
1231394,33850.83138787812
1231395,30179.481835995954
1231396,36908.90146741587
1231397,27697.87813633304
1231398,45028.90474012571
1231402,30603.79154590558
1231405,13451.220097879204
1231418,20213.05936871436
1231427,23319.39110478337
1231432,36940.790855794534
1231438,27620.077194788777
1231439,12808.600777469004
1231440,18149.79010403175
1231441,26407.625999946053
1231444,17452.352953821846
1231445,13422.950849486986
1231446,59799.43917666441
1231447,31345.984262286984
1231449,14461.741225294096
1231451,37661.94112770399
1231453,34348.75525512571
1231457,53786.03393730201
4244769,11891.549533661328
4245421,12475.50213088995
4245631,17831.67088269627
4245744,15836.509637577125
4245803,41389.94801515191
4245945,42970.02624338223
4245946,40055.438767897605
4245963,41121.809241429924
4245974,34162.41732855264
4245977,44943.475006220695
4246000,44580.09182400044
4246035,21740.942186807024
4246304,30469.617030597972
4246330,28972.948785648477
4246394,31910.3060514547
4246516,39381.34725150702
4247100,51072.40928112649
4247186,43414.567183115534
4247558,16741.088780736805
4247587,14126.333977133789
4247591,14106.370195937532
4247806,16552.729075571617
4247847,19572.237675785065
4247848,18958.140543342346
4248148,17857.339524423027
4248188,13917.579189150201
4248195,13863.648939967194
4248592,18293.553017750335
4248639,34671.01526654666
4248804,29847.520792781746
4249085,46310.04247467845
4249434,14382.972209061365
4249500,16112.220982187215
4249501,16847.411492147025
4249564,18035.48617232441
4249598,18849.869051349036
4249657,20100.4688363537
4249784,21990.533908803973
4249870,22287.875830190973
4249900,22402.409560349704
4250006,22112.073992345377
4250011,22916.05788071578
4250165,21279.078520519135
4250166,21183.498961179306
4250170,27142.90545991353
4250180,21399.005560558187
4250181,20509.568556589937
4250187,21900.34484627247
4250189,20640.297723256597
4250195,26868.53045991353
4250196,21450.732429110547
4250532,23055.277154680116
4250533,25053.576746816245
4250720,25185.084116009522
4250723,21192.043141327198
4250724,20812.305781965137
4250736,20648.183998374614
4250737,20812.305781965137
4250740,21247.535565569622
4250761,29683.09799612451
4251102,27199.732009718224
4251551,33956.776888015665
4251556,30264.00554395402
4251567,30320.6449794919
4251571,28565.50525607971
4251577,30104.6449794919
4251578,28565.50525607971
4251599,25478.713027802518
4251600,34200.276888015665
4251932,14662.542776055649
4252078,30047.718334297282
4252090,30047.718334297282
4252210,30094.184308338718
4252211,32089.426242670725
4252220,36005.68622843659
4252230,30216.37000152625
4252433,33413.17711823565
4252435,34607.65680521533
4252518,37776.87205064672
4252528,19159.681887454863
4252745,37265.56484069979
4252771,37952.34215346057
4253077,72636.87750163706
4253122,36899.59273440697
4253168,76188.77899163745
4253319,24819.593104144173
4253334,24781.336271013126
4253816,23285.374750181345
4253821,26352.415706673357
4254197,23044.168294467836
4254420,21810.10552248749
4254430,21898.08536610878
4254432,21992.565885589298
4255593,33131.98153886446
4256309,29562.960749411413
4256767,19957.7942993453
4256944,21980.34291072135
4256946,20655.22536566461
4256949,22125.49986360034
4257562,30593.631380465937
4257625,12946.6375352159
4257911,31594.729972255125
4258258,23269.93437511351
4258379,30350.057169138046
4258743,39156.51924068865
4258746,38519.10438093827
4259415,43129.299270346106
4259422,43129.299270346106
4259441,37837.694141835964
4259443,38535.04602600916
4259495,27461.917013262795
4259919,27103.82105663084
4260544,53387.447642996696
4261266,27494.773044490674
4261719,29766.290558633627
4261850,20002.381019499622
4262040,26960.39045148179
4262383,24893.92823913703
4262648,43293.431899342904
4263175,46026.044412902454
4263629,21748.089228683897
4263635,24602.816098982068
4263640,31404.943487236585
4263743,15330.092304335241
4263815,13324.269199625624
4263994,14215.210149532228
4264243,20095.274384014534
4264883,13893.710641442545
4264937,40567.43197527447
4265049,35920.46957922539
4265438,49040.90506756828
4265461,43893.17078206882
4265929,38026.358776833324
4265934,39653.024507742
4266464,19757.40524310337
4266504,19634.13401001499
4266674,52542.97260378511
4266675,49789.56313802512
4266764,28938.084386406077
4266861,40473.107549700035
4266946,17602.19438998609
4267214,22860.04454945714
4267312,22136.25379007892
4267490,29106.748308577156
4267760,29388.257991390477
4267763,33699.8972312844
4267780,30721.45570072128
4268060,31029.98163290292
4268061,41819.72210512941
4268197,28512.272038392013
4268315,18595.3917907249
4268505,41323.192934619954
4268714,9952.943317982517
4268732,16400.111664049746
4269337,36631.29107026986
4269357,46948.08816775871
4269612,19966.00070879628
4269613,20726.49240465417
4269930,37714.76699357359
4270060,18485.764058541004
4270062,17308.841354213593
4270063,16994.777303154577
4270064,16858.15273397478
4270066,17047.7828903681
4270914,20385.568979330783
4270948,22641.252407024946
4271189,18875.732153001692
4271195,15683.70710080361
4271342,19340.733026429516
4272082,20772.554474222674
4272591,23683.96055334629
4273027,40691.41736615208
4273392,50830.057259705085
4273722,39224.36416434847
4273931,18893.380792453165
4274690,23088.21552932007
4274691,22446.160915225013
4274696,19154.95363414965
4274697,19489.032857192688
